"Day.Mins","Day.Calls","Day.Charge","Eve.Mins","Eve.Calls","Eve.Charge","Night.Mins","Night.Calls","Night.Charge","Intl.Mins","Intl.Calls","Intl.Charge","Id"
95.4,105,16.22,207.2,101,17.61,136,117,6.12,5.6,5,1.51,1154
214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1155
168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1157
146.4,123,24.89,176.6,113,15.01,212.6,102,9.57,7.8,5,2.11,1158
183,110,31.11,206.7,93,17.57,203.8,119,9.17,11.1,6,3,1159
103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,1160
112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,1161
170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,1162
172.5,78,29.33,142.6,91,12.12,102,63,4.59,10.9,2,2.94,1163
194.3,107,33.03,243.2,108,20.67,322.2,114,14.5,7.1,5,1.92,1164
187.8,117,31.93,129.8,90,11.03,132.3,113,5.95,12,3,3.24,1165
307.1,94,52.21,289.4,78,24.6,174.9,109,7.87,8,3,2.16,1166
118.2,106,20.09,167.2,136,14.21,214.2,106,9.64,12.2,3,3.29,1167
154,95,26.18,205.9,106,17.5,233.7,75,10.52,12.9,1,3.48,1168
155.5,101,26.44,213.4,89,18.14,237.9,61,10.71,7.6,11,2.05,1169
125.6,108,21.35,213,90,18.11,181.7,108,8.18,5.4,5,1.46,1170
199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,1171
157.9,88,26.84,180.8,132,15.37,132.5,102,5.96,12.8,3,3.46,1172
203.4,81,34.58,167.7,110,14.25,132,124,5.94,9.2,5,2.48,1173
222.2,113,37.77,218.5,122,18.57,266,88,11.97,10.9,5,2.94,1174
92.8,98,15.78,271.2,115,23.05,167.1,83,7.52,5.8,7,1.57,1175
216.8,78,36.86,102.2,111,8.69,174,83,7.83,8.6,2,2.32,1176
193.2,89,32.84,194.4,90,16.52,186.5,104,8.39,9.7,2,2.62,1177
113.2,108,19.24,189.3,63,16.09,271.8,124,12.23,14.1,4,3.81,1178
166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,1179
262.2,101,44.57,157,80,13.35,129.1,100,5.81,7.3,14,1.97,1180
207.8,92,35.33,195.7,110,16.63,184.8,124,8.32,13.1,4,3.54,1181
245.4,89,41.72,148.2,102,12.6,274,136,12.33,7.5,6,2.03,1182
192.3,82,32.69,165.3,134,14.05,205,74,9.23,9,1,2.43,1184
194.2,122,33.01,242.1,81,20.58,215.8,80,9.71,9.7,3,2.62,1185
211,92,35.87,217,102,18.45,214.8,104,9.67,9.8,7,2.65,1186
141.9,92,24.12,228.9,102,19.46,195.1,101,8.78,8.7,5,2.35,1187
220.5,94,37.49,239.5,126,20.36,254.3,109,11.44,5.9,9,1.59,1188
157.4,122,26.76,145,75,12.33,281.8,92,12.68,9.3,2,2.51,1189
143.5,106,24.4,223.5,147,19,175.4,69,7.89,11.2,5,3.02,1190
156,56,26.52,56,116,4.76,163.3,104,7.35,8.9,8,2.4,1191
160.1,63,27.22,208.4,112,17.71,177.6,98,7.99,9.2,3,2.48,1192
188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1195
194.8,97,33.12,235.3,118,20,174.4,126,7.85,11,3,2.97,1196
247.8,117,42.13,130,95,11.05,134.3,125,6.04,6.9,2,1.86,1197
221.2,80,37.6,213.6,104,18.16,291.8,89,13.13,11.9,3,3.21,1198
118.5,86,20.15,213.9,118,18.18,132.6,99,5.97,13.4,3,3.62,1199
231.8,78,39.41,232.9,79,19.8,206.9,121,9.31,7.6,4,2.05,1200
215.9,90,36.7,257.9,92,21.92,180.2,157,8.11,11.6,4,3.13,1201
217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8,5,2.16,1202
83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,1203
183.3,106,31.16,205.1,101,17.43,263.7,90,11.87,5.1,7,1.38,1204
193.8,90,32.95,195.3,121,16.6,182.7,108,8.22,8.5,3,2.3,1206
134,112,22.78,206,111,17.51,180.6,118,8.13,9.7,4,2.62,1207
176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,1208
191.4,93,32.54,205.4,119,17.46,205.7,121,9.26,10.2,3,2.75,1209
174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,1210
275.2,67,46.78,180.2,108,15.32,159,110,7.15,7.9,2,2.13,1211
174,85,29.58,241.1,114,20.49,207.8,94,9.35,7.9,1,2.13,1212
165,132,28.05,249.7,86,21.22,170.3,128,7.66,12.6,8,3.4,1213
228.7,102,38.88,168.7,99,14.34,223.5,100,10.06,11.8,4,3.19,1214
107.9,88,18.34,235.8,109,20.04,228.6,119,10.29,9.5,3,2.57,1215
221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1216
141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,1217
166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,1218
249.6,87,42.43,227.2,138,19.31,239.9,92,10.8,7.6,3,2.05,1219
178.6,83,30.36,213.1,103,18.11,198,119,8.91,10.9,5,2.94,1220
139,96,23.63,224.9,64,19.12,170.8,118,7.69,15.7,5,4.24,1221
134.3,98,22.83,202.3,109,17.2,195.9,100,8.82,12.6,5,3.4,1222
215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,1223
181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1224
178.4,97,30.33,168.3,113,14.31,120.5,93,5.42,9.3,9,2.51,1225
106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1226
170.7,101,29.02,240.2,82,20.42,119,112,5.36,11.4,4,3.08,1227
184.5,139,31.37,183.2,78,15.57,127.4,106,5.73,12.3,6,3.32,1228
161.2,109,27.4,204.2,79,17.36,231.5,87,10.42,8.9,4,2.4,1229
84.9,77,14.43,257.5,109,21.89,210.5,66,9.47,7.5,5,2.03,1230
217.9,71,37.04,230.1,116,19.56,232.1,110,10.44,10.6,2,2.86,1231
128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,1234
126.3,115,21.47,168.8,112,14.35,154.6,95,6.96,9.8,7,2.65,1235
178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,1236
159,109,27.03,255.1,142,21.68,82.4,73,3.71,10.1,4,2.73,1237
150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,1238
219.9,118,37.38,208.5,116,17.72,352.5,111,15.86,8.1,4,2.19,1239
168,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,1240
198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,1242
256.8,90,43.66,230.1,104,19.56,143.6,82,6.46,9.1,10,2.46,1243
182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11,2,2.97,1244
196.8,92,33.46,254.2,108,21.61,261.8,85,11.78,7.7,2,2.08,1245
140.1,120,23.82,231.4,128,19.67,188.1,127,8.46,11.2,5,3.02,1246
194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9,3,2.43,1247
117.6,66,19.99,214,108,18.19,239.5,94,10.78,8.8,5,2.38,1248
193.7,108,32.93,186.6,98,15.86,223,100,10.04,11.6,8,3.13,1249
243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,1250
145.4,132,24.72,129.3,91,10.99,186.4,109,8.39,5.2,4,1.4,1251
169.1,105,28.75,169.9,102,14.44,244.9,106,11.02,9.9,10,2.67,1252
229.3,93,38.98,184.5,111,15.68,168.2,91,7.57,8.8,3,2.38,1253
197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,1254
76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,1256
162.8,65,27.68,185,109,15.73,219.5,104,9.88,6,3,1.62,1257
182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18,5,4.86,1258
194.4,83,33.05,247.8,84,21.06,245.4,93,11.04,11.2,7,3.02,1259
189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,1260
160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,1261
145,76,24.65,240.7,112,20.46,197.1,134,8.87,7.1,4,1.92,1262
220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,1263
147,79,24.99,162.3,103,13.8,162.9,80,7.33,10.5,4,2.84,1265
260.8,130,44.34,213.4,111,18.14,195.6,97,8.8,10.1,5,2.73,1266
155.4,127,26.42,164.1,45,13.95,157.7,128,7.1,9,3,2.43,1267
166.2,112,28.25,255.3,81,21.7,228.1,97,10.26,5.4,7,1.46,1268
211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,1269
162.7,102,27.66,292,105,24.82,183.3,80,8.25,8.7,6,2.35,1271
237.1,76,40.31,264.2,125,22.46,271.3,120,12.21,7.9,3,2.13,1272
166.2,102,28.25,217.6,112,18.5,220.2,68,9.91,13.2,2,3.56,1273
176.4,62,29.99,201,124,17.09,150.4,138,6.77,11.2,2,3.02,1275
67.4,116,11.46,244,78,20.74,281.1,93,12.65,11.4,2,3.08,1276
176,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1278
115.4,90,19.62,262.6,68,22.32,245.7,69,11.06,13.1,5,3.54,1280
162.6,138,27.64,154,109,13.09,209.7,118,9.44,11.5,4,3.11,1282
229.4,107,39,214.1,99,18.2,289.6,95,13.03,10.4,6,2.81,1283
139.6,96,23.73,124.2,93,10.56,95.6,75,4.3,15,4,4.05,1284
217.5,123,36.98,233.7,84,19.86,163.9,99,7.38,9,3,2.43,1286
114.3,132,19.43,199.8,91,16.98,194.7,74,8.76,7.5,8,2.03,1287
196.3,108,33.37,136.8,96,11.63,154.7,87,6.96,7.7,3,2.08,1288
253.2,95,43.04,188,116,15.98,142,133,6.39,4.4,4,1.19,1289
98,99,16.66,240.7,62,20.46,254.8,123,11.47,10.5,4,2.84,1290
249.4,118,42.4,211.5,95,17.98,169,116,7.61,9.1,3,2.46,1291
129.6,107,22.03,233,104,19.81,297,93,13.37,14.5,5,3.92,1292
221.3,106,37.62,267.6,98,22.75,111.5,80,5.02,9.3,7,2.51,1293
220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1294
87.6,76,14.89,262,111,22.27,184.6,125,8.31,9.2,5,2.48,1295
203.6,61,34.61,161.7,127,13.74,175.9,97,7.92,8.4,3,2.27,1296
213.6,110,36.31,234.9,121,19.97,229.6,157,10.33,8.8,3,2.38,1297
181.6,112,30.87,220.7,100,18.76,236.3,121,10.63,12.9,4,3.48,1298
215.4,123,36.62,328.7,98,27.94,160.5,89,7.22,7.8,6,2.11,1299
199.2,111,33.86,175.1,83,14.88,210.6,84,9.48,10.2,2,2.75,1301
115,130,19.55,137.8,83,11.71,224,61,10.08,7.3,4,1.97,1302
222.2,127,37.77,153.1,125,13.01,227.4,80,10.23,12.9,4,3.48,1304
61.9,78,10.52,262.6,114,22.32,212.5,110,9.56,8.8,2,2.38,1305
141.1,92,23.99,249.1,126,21.17,136,73,6.12,10.8,2,2.92,1306
196,135,33.32,186,146,15.81,153,92,6.89,9.8,1,2.65,1308
171.6,119,29.17,205,107,17.43,170.6,114,7.68,13.8,4,3.73,1309
174,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,1310
200.9,92,34.15,164.3,91,13.97,249,98,11.21,8.9,7,2.4,1312
141.3,123,24.02,253.6,87,21.56,215.8,96,9.71,6.4,2,1.73,1313
235.8,130,40.09,176,69,14.96,63.6,122,2.86,7.3,1,1.97,1314
185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,1315
254.3,113,43.23,78.9,104,6.71,153.2,69,6.89,11.8,2,3.19,1316
183,103,31.11,214.8,77,18.26,206.4,73,9.29,8.7,6,2.35,1317
163.5,80,27.8,274.8,136,23.36,381.9,147,17.19,7.5,5,2.03,1318
207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,1319
248.6,102,42.26,174.9,93,14.87,207.2,86,9.32,6.1,3,1.65,1320
185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92,1321
197.8,60,33.63,221,64,18.79,168.6,134,7.59,8.9,5,2.4,1322
197.1,117,33.51,227.8,128,19.36,214,101,9.63,9.3,11,2.51,1324
154.6,112,26.28,184.2,105,15.66,217.4,102,9.78,12.6,5,3.4,1325
211.2,119,35.9,231.1,120,19.64,220.9,80,9.94,6.3,9,1.7,1327
172,145,29.24,276.4,101,23.49,193.7,100,8.72,10.1,9,2.73,1329
141.1,91,23.99,147.2,100,12.51,254.7,75,11.46,8,7,2.16,1330
151.1,121,25.69,244.7,88,20.8,154.4,91,6.95,13.8,2,3.73,1331
209.6,107,35.63,228.8,96,19.45,172.4,85,7.76,7.6,2,2.05,1332
247,109,41.99,125.6,91,10.68,226.5,90,10.19,10.5,4,2.84,1333
221.4,114,37.64,165.8,116,14.09,247,105,11.12,10.8,12,2.92,1334
243.7,124,41.43,60,90,5.1,189,129,8.5,11.3,2,3.05,1336
251.5,85,42.76,214.2,98,18.21,186.1,71,8.37,11.1,6,3,1337
159.7,79,27.15,216.7,131,18.42,206.7,116,9.3,9.3,3,2.51,1339
150.9,86,25.65,268.6,129,22.83,179.9,73,8.1,14.7,1,3.97,1341
210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1342
170.9,71,29.05,201.4,80,17.12,159,124,7.15,4.1,5,1.11,1343
254.7,80,43.3,90.2,79,7.67,153.4,60,6.9,10.6,8,2.86,1344
224.9,117,38.23,191.9,127,16.31,229.9,97,10.35,10.3,3,2.78,1348
151.8,98,25.81,209.9,92,17.84,266.9,86,12.01,11.9,5,3.21,1349
141.4,107,24.04,163,105,13.86,220,99,9.9,5.6,3,1.51,1350
58.4,121,9.93,262.2,64,22.29,159,115,7.15,11.9,5,3.21,1352
90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,1353
114.4,91,19.45,216.6,123,18.41,250.6,102,11.28,11,3,2.97,1354
147.7,103,25.11,222.7,78,18.93,163.5,102,7.36,12.8,3,3.46,1355
302.7,93,51.46,240.5,119,20.44,193.9,103,8.73,13.6,14,3.67,1356
136.1,120,23.14,204.2,103,17.36,228.2,90,10.27,11.3,4,3.05,1357
169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,1358
227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,1359
124.2,102,21.11,123.9,115,10.53,135.7,100,6.11,13.1,8,3.54,1361
206.2,76,35.05,232.4,76,19.75,251.6,96,11.32,13.6,2,3.67,1362
132.9,122,22.59,67,62,5.7,160.4,121,7.22,9.9,2,2.67,1363
104.9,115,17.83,237.6,125,20.2,263.4,104,11.85,7.7,6,2.08,1364
184.5,118,31.37,224,95,19.04,180.5,82,8.12,11.6,3,3.13,1366
89.5,66,15.22,179.3,104,15.24,225.1,116,10.13,12.3,1,3.32,1367
235.6,131,40.05,194.8,107,16.56,170.6,93,7.68,8.6,4,2.32,1368
186,127,31.62,262.3,96,22.3,98.9,63,4.45,11.5,6,3.11,1369
223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1370
179.5,125,30.52,162.3,139,13.8,264.5,133,11.9,6.6,2,1.78,1371
169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1372
118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1373
168.4,129,28.63,225.9,97,19.2,191.8,95,8.63,8.5,7,2.3,1375
214.3,112,36.43,188.2,107,16,333.5,117,15.01,11.3,10,3.05,1376
156.6,134,26.62,71,95,6.04,261.7,120,11.78,13.4,10,3.62,1378
142.8,96,24.28,272.3,100,23.15,193.4,105,8.7,8.9,4,2.4,1379
202.4,115,34.41,230.7,115,19.61,202,127,9.09,10.2,2,2.75,1380
116.8,119,19.86,123.1,123,10.46,217.5,101,9.79,12,2,3.24,1381
155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11,1,2.97,1382
236.1,107,40.14,289.2,110,24.58,175.4,107,7.89,9.1,4,2.46,1383
138.1,113,23.48,260.1,83,22.11,135.4,118,6.09,8.2,2,2.21,1384
51.9,108,8.82,162,83,13.77,223.5,115,10.06,10.1,3,2.73,1385
81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,1386
171.5,98,29.16,153.1,127,13.01,165.6,125,7.45,7.1,3,1.92,1387
126,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,3,2.05,1388
197.2,127,33.52,156,92,13.26,204.1,99,9.18,9.9,6,2.67,1389
194.1,62,33,227.2,54,19.31,190.4,115,8.57,15.3,4,4.13,1390
115.7,105,19.67,127.8,113,10.86,107.5,91,4.84,9.3,6,2.51,1391
157.2,118,26.72,196.3,136,16.69,226.7,109,10.2,8.4,5,2.27,1392
246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,1394
227.4,121,38.66,268.5,89,22.82,143.3,82,6.45,13,4,3.51,1395
189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,1396
188.9,124,32.11,160.9,102,13.68,197.7,100,8.9,11.5,5,3.11,1397
0,0,0,192.1,119,16.33,168.8,95,7.6,7.2,4,1.94,1398
110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11,4,2.97,1399
167.6,116,28.49,219.2,112,18.63,215.9,94,9.72,11.7,2,3.16,1400
132,90,22.44,197.5,75,16.79,175.8,114,7.91,0,0,0,1401
167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,1402
213.4,86,36.28,204.7,77,17.4,256.6,101,11.55,5.7,4,1.54,1403
175.4,120,29.82,98.3,71,8.36,201.9,93,9.09,10.6,1,2.86,1404
82.6,113,14.04,224.4,63,19.07,163.6,88,7.36,9.5,1,2.57,1405
125.5,139,21.34,269.8,93,22.93,235.8,110,10.61,8.9,8,2.4,1407
165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1409
183.1,95,31.13,232.6,110,19.77,248.3,110,11.17,8.4,2,2.27,1410
162.1,91,27.56,212.1,94,18.03,260.4,78,11.72,12.2,5,3.29,1411
166.6,84,28.32,192.4,91,16.35,167.9,115,7.56,7.7,6,2.08,1412
135.9,60,23.1,233.2,78,19.82,210.6,121,9.48,9.4,4,2.54,1413
165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,1414
176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1415
142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,1416
177.6,121,30.19,296.8,92,25.23,192.9,106,8.68,7.6,3,2.05,1417
83.2,74,14.14,190.6,104,16.2,150.5,79,6.77,10.7,7,2.89,1418
235,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,1419
105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,1420
264.7,81,45,216.5,110,18.4,210.7,102,9.48,10.4,7,2.81,1422
160.3,45,27.25,221.5,70,18.83,261.6,109,11.77,5.6,1,1.51,1423
95.9,117,16.3,159.5,131,13.56,152.8,132,6.88,10.4,3,2.81,1424
140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,1425
119.7,148,20.35,231.8,96,19.7,222.3,113,10,4.6,2,1.24,1426
99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,1427
250.9,108,42.65,171.4,100,14.57,148.6,85,6.69,9.6,6,2.59,1428
200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,11.2,5,3.02,1429
209.8,130,35.67,196.6,84,16.71,233,79,10.49,7,7,1.89,1430
198,70,33.66,273.7,121,23.26,217.9,71,9.81,7.6,4,2.05,1431
239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1432
164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,1433
220.9,107,37.55,192.2,97,16.34,161,74,7.25,12.2,2,3.29,1434
112.8,150,19.18,243.9,97,20.73,178.7,112,8.04,13.2,6,3.56,1435
226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1437
244.9,118,41.63,219.6,105,18.67,210.8,136,9.49,9.7,6,2.62,1438
203.2,99,34.54,235.8,131,20.04,224.9,112,10.12,15.1,6,4.08,1439
136.7,115,23.24,243.1,137,20.66,188.9,110,8.5,8.6,4,2.32,1440
152.6,97,25.94,208.9,85,17.76,119.1,99,5.36,5,10,1.35,1441
274.9,102,46.73,186.6,118,15.86,245,123,11.03,8.8,2,2.38,1442
204.3,82,34.73,188.8,115,16.05,139.4,97,6.27,9.2,7,2.48,1444
222.3,99,37.79,146.2,82,12.43,275.6,82,12.4,8.9,4,2.4,1445
222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1446
128.8,104,21.9,157.3,52,13.37,147.4,76,6.63,10.3,2,2.78,1447
174.3,105,29.63,171.3,107,14.56,220.8,131,9.94,8.3,2,2.24,1448
242.5,110,41.23,162.3,140,13.8,184.1,86,8.28,7.8,3,2.11,1449
221.6,101,37.67,285.2,50,24.24,167.4,83,7.53,12.7,6,3.43,1450
114.3,100,19.43,221.1,103,18.79,126.3,88,5.68,10.9,9,2.94,1451
219.7,137,37.35,186.8,94,15.88,184.5,113,8.3,9.5,2,2.57,1452
144.9,136,24.63,151.3,115,12.86,252.4,73,11.36,12.3,3,3.32,1453
236.5,111,40.21,117,110,9.95,221.1,115,9.95,8.1,3,2.19,1454
109.5,95,18.62,332.1,48,28.23,258.6,108,11.64,6.6,7,1.78,1456
81.6,120,13.87,235.6,85,20.03,150.9,113,6.79,9.9,4,2.67,1457
133.4,113,22.68,121,92,10.29,254.7,129,11.46,5.9,4,1.59,1458
137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1459
197,88,33.49,190.4,68,16.18,211.9,104,9.54,16.1,8,4.35,1460
198.1,160,33.68,156.7,87,13.32,182.1,76,8.19,9.3,3,2.51,1461
39.5,78,6.72,264.3,106,22.47,185.8,90,8.36,10,6,2.7,1462
199.5,107,33.92,207.5,110,17.64,83.9,123,3.78,8.1,4,2.19,1463
156.8,93,26.66,215.8,68,18.34,223.3,77,10.05,7.6,6,2.05,1464
183.4,85,31.18,237.6,100,20.2,228,94,10.26,9,5,2.43,1465
132.4,120,22.51,121.6,101,10.34,197.7,84,8.9,8.6,2,2.32,1466
63.2,108,10.74,220.2,88,18.72,184,99,8.28,5.1,3,1.38,1467
117.5,102,19.98,206.8,127,17.58,194.4,114,8.75,4.2,7,1.13,1469
218.7,79,37.18,163.4,78,13.89,173.8,116,7.82,15,1,4.05,1470
207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1471
150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,1472
266.1,120,45.24,182,92,15.47,206.5,103,9.29,10.3,4,2.78,1474
112.8,89,19.18,156.7,65,13.32,249.6,85,11.23,16.3,6,4.4,1475
104.7,112,17.8,82.2,104,6.99,169.4,110,7.62,15.8,7,4.27,1476
193.8,62,32.95,197.6,97,16.8,218.8,95,9.85,5.9,4,1.59,1477
168.6,102,28.66,298,117,25.33,194.7,110,8.76,9.8,5,2.65,1478
253.2,122,43.04,201,78,17.09,195.3,108,8.79,9.7,7,2.62,1479
174.7,92,29.7,232.1,105,19.73,305.4,98,13.74,8.9,2,2.4,1480
87,102,14.79,193.6,64,16.46,205.8,120,9.26,11,5,2.97,1481
204.5,79,34.77,132.8,113,11.29,190.1,117,8.55,14.8,9,4,1482
226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,1483
234.1,91,39.8,163.1,105,13.86,282.5,100,12.71,10,3,2.7,1484
133.9,87,22.76,166.4,110,14.14,193.5,139,8.71,15.4,3,4.16,1486
160.2,104,27.23,138.9,70,11.81,312.5,97,14.06,9.7,2,2.62,1487
230.6,94,39.2,224.1,103,19.05,244,76,10.98,11.1,2,3,1488
227.4,84,38.66,176,81,14.96,206.1,120,9.27,6.3,4,1.7,1489
72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,1490
196.1,107,33.34,296.5,82,25.2,211.5,91,9.52,7,2,1.89,1491
197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1492
219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1493
216,85,36.72,186.9,114,15.89,210.7,109,9.48,4.9,10,1.32,1495
222.9,136,37.89,262,80,22.27,191.4,101,8.61,10.8,4,2.92,1496
115.9,120,19.7,236.6,95,20.11,255,90,11.48,11.7,6,3.16,1497
189.8,101,32.27,147.7,80,12.55,172.7,121,7.77,10.6,5,2.86,1498
154.7,102,26.3,298,108,25.33,210.2,95,9.46,11.1,3,3,1499
136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,1500
170.5,86,28.99,277.5,88,23.59,162.5,117,7.31,12.2,6,3.29,1501
272.4,88,46.31,107.9,125,9.17,185.5,81,8.35,12.7,2,3.43,1502
210,116,35.7,232.7,89,19.78,168.8,94,7.6,5.9,4,1.59,1503
236.5,94,40.21,163.1,94,13.86,236.7,117,10.65,12.2,3,3.29,1504
153.9,117,26.16,220.1,122,18.71,280.5,147,12.62,8.5,3,2.3,1505
223,120,37.91,227,98,19.3,188.3,125,8.47,8.8,5,2.38,1506
252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,1507
197.9,84,33.64,168.1,113,14.29,239.8,145,10.79,12,6,3.24,1508
152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,1509
237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,1510
265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1511
197.3,91,33.54,305.8,81,25.99,171,105,7.69,6.7,6,1.81,1512
199.1,100,33.85,221.8,103,18.85,65.7,91,2.96,4.2,1,1.13,1513
233.7,114,39.73,207.9,109,17.67,212.7,101,9.57,12,2,3.24,1514
183.1,99,31.13,160.1,107,13.61,311.8,121,14.03,7,3,1.89,1515
139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10,5,2.7,1516
207.1,70,35.21,200.1,115,17.01,194.2,100,8.74,12.4,2,3.35,1518
139.7,78,23.75,202.6,119,17.22,203.6,102,9.16,11.3,5,3.05,1519
177.2,91,30.12,228.7,105,19.44,194.3,113,8.74,8.9,3,2.4,1520
169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,1521
173.5,83,29.5,244.3,65,20.77,221.6,66,9.97,9.7,2,2.62,1522
159.9,100,27.18,172.2,99,14.64,263.2,109,11.84,5.6,4,1.51,1523
115.1,89,19.57,196.8,111,16.73,212.4,98,9.56,11.4,3,3.08,1524
136.8,113,23.26,179.5,105,15.26,71.1,95,3.2,12.5,3,3.38,1525
92.2,108,15.67,211.2,120,17.95,129.1,73,5.81,13.1,6,3.54,1526
243.9,112,41.46,133,106,11.31,213.7,123,9.62,13.4,11,3.62,1527
117.1,94,19.91,235.4,117,20.01,221.3,108,9.96,9,2,2.43,1528
154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,1530
