Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Crisis,Reforma
1049,20,RL,100.0,21750,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,4,1960.0,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,75.0,TA,Fa,Slab,,,,,0.0,,0.0,0.0,,GasA,TA,Y,SBrkr,1771.0,0.0,0.0,1771.0,0,0,1,0,3,1,TA,9,Min1,1,TA,Attchd,1960.0,Unf,2,336.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,GdPrv,,0,11,2009,WD,Normal,115000,Burbuja,3
1050,20,RL,60.0,11100,Pave,,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,7,1946.0,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,,GasA,Ex,Y,SBrkr,930.0,0.0,0.0,930.0,0,0,1,0,2,1,Gd,6,Typ,0,,Detchd,1946.0,Unf,1,308.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,4,2010,WD,Abnorml,84900,Burbuja,4
1051,20,RL,73.0,8993,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007.0,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1302.0,1302.0,GasA,Ex,Y,SBrkr,1302.0,0.0,0.0,1302.0,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2,436.0,TA,TA,Y,0.0,22.0,0.0,0.0,0.0,0,,,,0,8,2007,New,Partial,176485,Crisis,0
1052,20,RL,103.0,11175,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007.0,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1316.0,1316.0,GasA,Ex,Y,SBrkr,1316.0,0.0,0.0,1316.0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2007.0,Fin,2,440.0,TA,TA,Y,0.0,20.0,0.0,0.0,0.0,0,,,,0,10,2007,New,Partial,200141,Crisis,0
1053,60,RL,100.0,9500,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,2Story,6,6,1964.0,1978,Gable,CompShg,VinylSd,VinylSd,BrkCmn,272.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,0.0,374.0,816.0,GasA,TA,Y,SBrkr,1127.0,850.0,0.0,1977.0,0,1,1,1,4,1,TA,9,Typ,1,TA,Attchd,1964.0,RFn,2,540.0,TA,TA,Y,0.0,52.0,0.0,0.0,0.0,0,,GdPrv,,0,6,2007,WD,Normal,165000,Crisis,29
1054,20,RL,68.0,8562,Pave,,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,5,6,1957.0,2002,Hip,CompShg,HdBoard,HdBoard,Stone,145.0,TA,TA,CBlock,TA,TA,Av,Rec,383.0,Unf,0.0,833.0,1216.0,GasA,Ex,Y,FuseA,1526.0,0.0,0.0,1526.0,0,0,1,0,4,1,TA,7,Min2,1,Gd,Basment,1957.0,Unf,1,364.0,TA,TA,Y,116.0,78.0,0.0,0.0,0.0,0,,,,0,5,2010,WD,Normal,144500,Burbuja,8
1055,60,RL,90.0,11367,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002.0,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,932.0,Unf,0.0,133.0,1065.0,GasA,Ex,Y,SBrkr,1091.0,898.0,0.0,1989.0,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2,586.0,TA,TA,Y,199.0,60.0,0.0,0.0,0.0,0,,,,0,11,2006,WD,Normal,255000,Crisis,4
1056,20,RL,104.0,11361,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1976.0,1976,Gable,CompShg,Plywood,Plywood,BrkFace,160.0,TA,TA,CBlock,Gd,TA,No,ALQ,644.0,Unf,0.0,549.0,1193.0,GasA,TA,Y,SBrkr,1523.0,0.0,0.0,1523.0,0,1,2,0,3,1,TA,7,Typ,1,TA,Attchd,1976.0,Fin,2,478.0,TA,TA,Y,0.0,0.0,0.0,0.0,,0,,MnPrv,,0,5,2008,COD,Abnorml,180000,Burbuja,32
1057,120,RL,43.0,7052,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005.0,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659.0,Unf,0.0,705.0,1364.0,GasA,Ex,Y,SBrkr,1364.0,0.0,0.0,1364.0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005.0,RFn,2,484.0,TA,TA,Y,192.0,36.0,0.0,0.0,0.0,0,,,,0,6,2006,WD,Normal,185850,Crisis,1
1058,60,RL,,29959,Pave,,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,6,1994.0,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,595.0,Unf,0.0,378.0,973.0,GasA,Ex,Y,SBrkr,979.0,871.0,0.0,1850.0,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,1994.0,Fin,2,467.0,TA,TA,Y,168.0,98.0,0.0,0.0,0.0,0,,,,0,1,2009,WD,Normal,248000,Burbuja,15
1059,60,RL,96.0,11308,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008.0,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,Ex,TA,PConc,Ex,TA,Av,GLQ,936.0,Unf,0.0,168.0,1104.0,GasA,Ex,Y,SBrkr,1130.0,1054.0,0.0,2184.0,1,0,2,1,3,1,Ex,10,Typ,1,Gd,Attchd,2008.0,Fin,3,836.0,TA,TA,Y,0.0,102.0,0.0,0.0,0.0,0,,,,0,7,2009,WD,Normal,335000,Burbuja,1
1060,50,RL,,11275,Pave,,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,6,7,1932.0,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,,TA,TA,CBlock,TA,TA,Mn,Rec,297.0,LwQ,,0.0,854.0,GasA,TA,Y,SBrkr,1096.0,895.0,0.0,1991.0,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1977.0,Unf,2,432.0,TA,Fa,Y,0.0,0.0,,0.0,0.0,0,,,,0,3,2007,WD,Normal,220000,Crisis,57
1061,120,RL,41.0,4920,Pave,,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2001.0,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,616.0,Unf,0.0,722.0,1338.0,GasA,Ex,Y,SBrkr,1338.0,0.0,0.0,1338.0,1,0,2,0,2,1,Gd,6,Typ,0,,Attchd,2001.0,Fin,2,582.0,TA,TA,Y,0.0,0.0,,0.0,0.0,0,,,,0,4,2010,WD,Normal,213500,Burbuja,9
1062,30,C,,18000,Grvl,,Reg,Low,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1935.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,Fa,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,894.0,894.0,GasA,TA,Y,SBrkr,894.0,0.0,0.0,894.0,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1994.0,RFn,3,,TA,TA,Y,0.0,20.0,0.0,0.0,0.0,0,,,Shed,560,8,2008,ConLD,Normal,81000,Burbuja,58
1063,190,RM,85.0,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,662.0,662.0,GasA,TA,N,SBrkr,1422.0,915.0,0.0,2337.0,0,0,2,0,5,2,TA,10,Min2,0,,Detchd,1945.0,Unf,2,560.0,TA,TA,Y,0.0,57.0,0.0,0.0,0.0,0,,,,0,9,2007,WD,Normal,90000,Crisis,57
1064,30,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,6,6,1925.0,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,397.0,Unf,0.0,706.0,1103.0,GasA,Gd,Y,SBrkr,1103.0,0.0,0.0,1103.0,0,0,1,0,2,1,Gd,5,Typ,1,Gd,Detchd,1976.0,Unf,2,440.0,TA,TA,Y,166.0,120.0,0.0,0.0,0.0,0,,MnPrv,,0,7,2006,WD,Normal,110500,Crisis,26
1065,20,RL,,11000,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1966.0,1966,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740.0,Rec,,184.0,1154.0,GasA,Ex,Y,SBrkr,1154.0,0.0,0.0,1154.0,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1966.0,RFn,2,480.0,TA,TA,Y,0.0,58.0,0.0,0.0,0.0,0,,MnPrv,,0,11,2009,WD,Normal,154000,Burbuja,43
1066,60,RL,80.0,14000,Pave,,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996.0,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1201.0,Unf,0.0,105.0,1306.0,GasA,Ex,Y,SBrkr,1306.0,954.0,0.0,2260.0,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1996.0,RFn,2,533.0,TA,TA,Y,296.0,44.0,0.0,0.0,0.0,0,,,,0,4,2010,WD,Normal,328000,Burbuja,13
1067,60,RL,59.0,7837,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,7,1993.0,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,799.0,799.0,GasA,Gd,Y,SBrkr,799.0,772.0,0.0,1571.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993.0,RFn,2,380.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0,,,,0,5,2009,WD,Normal,178000,Burbuja,15
1068,60,RL,80.0,9760,Pave,,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,6,1964.0,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674.0,LwQ,,0.0,780.0,GasA,TA,Y,SBrkr,798.0,813.0,0.0,1611.0,1,0,1,1,4,1,TA,7,Typ,0,,Attchd,1964.0,RFn,2,442.0,TA,TA,Y,328.0,128.0,0.0,0.0,,0,,,,0,6,2008,WD,Normal,167900,Burbuja,44
1069,160,RM,42.0,3964,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973.0,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837.0,Unf,0.0,105.0,942.0,GasA,Gd,Y,SBrkr,1291.0,1230.0,0.0,2521.0,1,0,2,1,5,1,TA,10,Maj1,1,Gd,Attchd,1973.0,Fin,2,576.0,TA,TA,Y,,20.0,0.0,0.0,0.0,0,,GdPrv,,0,6,2006,WD,Normal,151400,Crisis,33
1070,45,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1949.0,2003,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,220.0,Unf,0.0,625.0,845.0,GasA,TA,Y,SBrkr,893.0,0.0,0.0,893.0,0,1,1,0,2,1,Gd,4,Typ,0,,Detchd,1985.0,Unf,2,576.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,5,2007,WD,Normal,135000,Crisis,4
1071,20,RL,72.0,10152,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956.0,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,BLQ,586.0,Unf,0.0,462.0,1048.0,GasA,TA,Y,SBrkr,1048.0,0.0,0.0,1048.0,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1956.0,Unf,1,286.0,TA,TA,Y,0.0,20.0,0.0,0.0,,0,,,,0,6,2007,WD,Normal,135000,Crisis,51
1072,60,RL,78.0,11700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1968.0,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,298.0,Unf,0.0,429.0,727.0,GasA,Ex,Y,SBrkr,829.0,727.0,0.0,1556.0,0,0,1,1,4,1,TA,8,Typ,0,,Attchd,1968.0,Unf,2,441.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,5,2009,WD,Normal,154000,Burbuja,41
1073,50,RL,50.0,7585,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,Fa,Mn,Unf,0.0,Unf,0.0,810.0,810.0,GasA,Fa,Y,FuseA,1002.0,454.0,0.0,1456.0,1,1,1,0,4,1,TA,7,Typ,1,TA,Detchd,1954.0,Unf,1,280.0,TA,TA,P,0.0,0.0,0.0,0.0,0.0,0,,,,0,8,2006,WD,Normal,91500,Crisis,56
1074,60,RL,75.0,7950,Pave,,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977.0,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,TA,TA,CBlock,TA,TA,No,BLQ,535.0,Unf,0.0,155.0,690.0,GasA,TA,Y,SBrkr,698.0,728.0,0.0,1426.0,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1977.0,Fin,2,440.0,TA,TA,Y,252.0,0.0,0.0,0.0,0.0,0,,MnPrv,,0,7,2009,WD,Normal,159500,Burbuja,32
1075,20,RL,74.0,8556,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006.0,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1240.0,1240.0,GasA,Ex,Y,SBrkr,1240.0,0.0,0.0,1240.0,0,0,2,0,2,1,Gd,5,Typ,0,,Attchd,2006.0,RFn,3,826.0,TA,TA,Y,140.0,93.0,0.0,0.0,0.0,0,,,,0,5,2007,WD,Normal,194000,Crisis,1
1076,70,RL,75.0,13125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,6,1940.0,1984,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,410.0,Unf,0.0,390.0,800.0,GasA,TA,Y,SBrkr,960.0,780.0,0.0,1740.0,0,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1940.0,Unf,1,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,7,2007,CWD,Normal,219500,Crisis,23
1077,50,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1936.0,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,ALQ,626.0,Unf,0.0,170.0,796.0,GasA,Gd,Y,SBrkr,1096.0,370.0,0.0,1466.0,0,1,2,0,3,1,Gd,7,Min1,1,TA,Attchd,1950.0,Unf,2,566.0,TA,TA,Y,,21.0,0.0,0.0,0.0,0,,,Shed,500,4,2006,WD,Normal,170000,Crisis,17
1078,20,RL,,15870,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1969.0,1969,Gable,CompShg,VinylSd,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,75.0,Rec,,230.0,1096.0,GasA,Ex,Y,SBrkr,1096.0,0.0,0.0,1096.0,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1969.0,Fin,1,299.0,TA,TA,Y,240.0,32.0,0.0,0.0,0.0,0,,,,0,3,2006,WD,Abnorml,138800,Crisis,37
1079,120,RM,37.0,4435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662.0,Unf,0.0,186.0,848.0,GasA,Ex,Y,SBrkr,848.0,0.0,0.0,848.0,1,0,1,0,1,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2,420.0,TA,TA,Y,140.0,0.0,0.0,0.0,0.0,0,,,,0,5,2006,WD,Normal,155900,Crisis,2
1080,20,RL,65.0,8775,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994.0,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495.0,Unf,0.0,495.0,990.0,GasA,Gd,Y,SBrkr,990.0,0.0,0.0,990.0,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1996.0,Unf,1,299.0,TA,TA,Y,0.0,64.0,0.0,0.0,0.0,0,,,,0,4,2007,WD,Normal,126000,Crisis,13
1081,20,RL,80.0,11040,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971.0,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,Gd,Gd,CBlock,TA,TA,No,ALQ,656.0,Unf,0.0,602.0,1258.0,GasA,Ex,Y,SBrkr,1258.0,0.0,0.0,1258.0,0,1,2,0,3,1,Gd,5,Typ,0,,Attchd,1971.0,RFn,2,528.0,TA,TA,Y,55.0,0.0,0.0,,0.0,0,,,,0,10,2008,COD,Abnorml,145000,Burbuja,4
1082,20,RL,75.0,7500,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963.0,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,824.0,Unf,0.0,216.0,1040.0,GasA,Fa,Y,SBrkr,1040.0,0.0,0.0,1040.0,1,0,1,1,3,1,TA,5,Typ,0,,Attchd,1963.0,Fin,1,308.0,TA,TA,Y,0.0,0.0,,0.0,0.0,0,,MnPrv,,0,6,2010,WD,Normal,133000,Burbuja,47
1083,20,RL,70.0,8749,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002.0,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1459.0,1459.0,GasA,Ex,Y,SBrkr,1459.0,0.0,0.0,1459.0,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2002.0,RFn,2,527.0,TA,TA,Y,192.0,39.0,0.0,0.0,0.0,0,,,,0,9,2007,WD,Normal,192000,Crisis,5
1084,20,RL,80.0,8800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964.0,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,,TA,TA,CBlock,TA,TA,No,BLQ,553.0,Unf,0.0,698.0,1251.0,GasA,TA,Y,SBrkr,1251.0,0.0,0.0,1251.0,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1964.0,RFn,1,461.0,TA,TA,Y,0.0,116.0,0.0,0.0,0.0,0,,MnPrv,Shed,700,3,2006,WD,Normal,160000,Crisis,42
1085,60,RL,,13031,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995.0,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,592.0,Unf,0.0,99.0,691.0,GasA,Gd,Y,SBrkr,691.0,807.0,0.0,1498.0,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,409.0,TA,TA,Y,315.0,44.0,0.0,0.0,0.0,0,,,,0,7,2006,WD,Normal,187500,Crisis,10
1086,85,RL,73.0,9069,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992.0,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,747.0,Unf,0.0,189.0,936.0,GasA,Ex,Y,SBrkr,996.0,0.0,0.0,996.0,1,0,1,0,2,1,Gd,5,Typ,0,,Attchd,1992.0,Unf,2,564.0,TA,TA,Y,120.0,0.0,0.0,0.0,0.0,0,,,,0,4,2010,WD,Normal,147000,Burbuja,18
1087,160,RM,,1974,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973.0,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,334.0,Unf,0.0,212.0,546.0,GasA,TA,Y,SBrkr,546.0,546.0,0.0,1092.0,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1973.0,RFn,1,286.0,TA,TA,Y,120.0,96.0,0.0,0.0,0.0,0,,,,0,5,2010,WD,Normal,83500,Burbuja,37
1088,60,FV,85.0,10574,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005.0,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1082.0,1082.0,GasA,Ex,Y,SBrkr,1082.0,871.0,0.0,1953.0,0,0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2005.0,RFn,3,,TA,TA,Y,160.0,50.0,0.0,0.0,0.0,0,,,,0,5,2009,WD,Normal,252000,Burbuja,3
1089,160,RM,,2522,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,GasA,Ex,Y,SBrkr,970.0,739.0,0.0,1709.0,0,0,2,0,3,1,Gd,7,Maj1,0,,Detchd,2004.0,Unf,2,380.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0,,,,0,4,2006,WD,Normal,137500,Crisis,2
1090,120,FV,37.0,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005.0,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1039.0,Unf,0.0,208.0,1247.0,GasA,Ex,Y,SBrkr,1247.0,0.0,0.0,1247.0,1,0,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,2005.0,Fin,2,550.0,TA,TA,Y,0.0,84.0,0.0,0.0,0.0,0,,,,0,4,2006,WD,Normal,197000,Crisis,1
1091,90,RL,60.0,8544,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950.0,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,,Wall,Fa,N,FuseA,1040.0,0.0,0.0,1040.0,0,0,2,0,2,2,TA,6,Typ,0,,Detchd,1987.0,Unf,2,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,6,2009,WD,Normal,92900,Burbuja,59
1092,160,FV,,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999.0,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,Gd,TA,PConc,Gd,TA,No,BLQ,510.0,Unf,0.0,90.0,600.0,GasA,Ex,Y,SBrkr,624.0,628.0,0.0,1252.0,1,0,2,1,2,1,Gd,4,Typ,0,,Detchd,1999.0,Unf,2,462.0,TA,TA,Y,0.0,48.0,0.0,0.0,0.0,0,,,,0,3,2008,WD,Normal,160000,Burbuja,8
1093,50,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Rec,423.0,Unf,0.0,758.0,1181.0,GasA,Fa,Y,SBrkr,1390.0,304.0,0.0,1694.0,0,0,2,0,4,1,TA,7,Typ,1,Gd,Detchd,1925.0,Unf,2,576.0,TA,TA,Y,342.0,0.0,,0.0,0.0,0,,,,0,6,2008,WD,Normal,136500,Burbuja,58
1094,20,RL,71.0,9230,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965.0,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,TA,TA,CBlock,TA,TA,Mn,GLQ,661.0,Unf,0.0,203.0,864.0,GasA,Gd,Y,SBrkr,1200.0,0.0,0.0,1200.0,1,0,1,1,1,1,Gd,6,Typ,0,,Detchd,1977.0,Unf,2,884.0,TA,TA,Y,0.0,64.0,0.0,0.0,0.0,0,,MnPrv,,0,10,2006,WD,Normal,146000,Crisis,8
