"Id","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath"
507,"BrkFace",125,"Gd","TA","PConc","Gd","TA","No","GLQ",380,"Unf",0,397,777,"GasA","Ex","Y","SBrkr",1065,846,0,1911,0,0,2
508,"None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",27,"Unf",0,1191,1218,"GasA","Ex","Y","SBrkr",1218,0,0,1218,0,0,2
509,"None",0,"TA","Ex","BrkTil","TA","TA","No","Rec",141,"Unf",0,548,689,"GasA","Ex","Y","SBrkr",689,689,0,1378,0,0,2
510,"BrkFace",132,"TA","TA","CBlock","TA","TA","No","ALQ",991,"Unf",0,50,1041,"GasA","Ex","Y","SBrkr",1041,0,0,1041,1,0,1
511,"BrkCmn",70,"Gd","TA","CBlock","TA","TA","No","BLQ",650,"Rec",180,178,1008,"GasA","Ex","Y","SBrkr",1363,0,0,1363,1,0,1
512,"Stone",94,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1368,1368,"GasA","Ex","Y","SBrkr",1368,0,0,1368,0,0,2
513,"None",0,"TA","TA","CBlock","TA","TA","No","BLQ",521,"LwQ",174,169,864,"GasA","TA","Y","SBrkr",864,0,0,864,1,0,1
514,"None",0,"TA","Gd","PConc","TA","TA","No","ALQ",336,"Unf",0,748,1084,"GasA","TA","Y","SBrkr",1080,0,0,1080,0,0,1
515,"None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,768,768,"Grav","Fa","N","SBrkr",789,0,0,789,0,0,1
516,"BrkFace",305,"Ex","TA","CBlock","Ex","TA","No","GLQ",1436,"Unf",0,570,2006,"GasA","Ex","Y","SBrkr",2020,0,0,2020,1,0,2
517,"BrkFace",333,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,689,689,"GasA","TA","Y","SBrkr",1378,741,0,2119,0,0,2
518,"BrkFace",921,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1264,1264,"GasA","Ex","Y","SBrkr",1277,1067,0,2344,0,0,2
519,"None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",706,"Unf",0,88,794,"GasA","Ex","Y","SBrkr",882,914,0,1796,1,0,2
520,"None",0,"Gd","TA","BrkTil","Gd","TA","No","Unf",0,"Unf",0,1276,1276,"GasA","Ex","Y","SBrkr",1276,804,0,2080,0,0,1
521,"None",0,"TA","TA","BrkTil",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","N","FuseA",694,600,0,1294,0,0,2
522,"None",0,"TA","TA","CBlock","TA","TA","No","Rec",777,"Unf",0,467,1244,"GasA","Ex","Y","FuseA",1244,0,0,1244,0,0,1
523,"None",0,"TA","Gd","CBlock","TA","TA","No","ALQ",399,"Unf",0,605,1004,"GasA","Ex","Y","SBrkr",1004,660,0,1664,0,0,2
524,"Stone",762,"Ex","TA","PConc","Ex","TA","Gd","GLQ",2260,"Unf",0,878,3138,"GasA","Ex","Y","SBrkr",3138,1538,0,4676,1,0,3
525,"BrkFace",594,"Gd","TA","PConc","Gd","TA","No","GLQ",719,"Unf",0,660,1379,"GasA","Ex","Y","SBrkr",1383,1015,0,2398,1,0,2
526,"None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1257,1257,"GasA","Ex","Y","SBrkr",1266,0,0,1266,0,0,2
527,"None",0,"TA","TA","CBlock","Gd","TA","No","Rec",377,"Unf",0,551,928,"GasA","TA","Y","SBrkr",928,0,0,928,0,0,1
528,"Stone",268,"Ex","TA","PConc","Ex","TA","Av","GLQ",1330,"Unf",0,122,1452,"GasA","Ex","Y","SBrkr",1476,1237,0,2713,1,0,2
529,"None",0,"TA","TA","BrkTil","TA","TA","Mn","ALQ",348,"Unf",0,180,528,"GasA","Ex","Y","SBrkr",605,0,0,605,1,0,1
530,NA,NA,"Gd","TA","PConc","TA","TA","No","Rec",1219,"Unf",0,816,2035,"GasA","TA","Y","SBrkr",2515,0,0,2515,1,0,3
531,"BrkFace",219,"Gd","TA","CBlock","Gd","TA","Av","GLQ",783,"Unf",0,678,1461,"GasA","Ex","Y","SBrkr",1509,0,0,1509,1,0,2
532,"None",0,"TA","TA","BrkTil","Fa","Fa","Mn","Unf",0,"Unf",0,611,611,"GasA","Ex","Y","SBrkr",751,611,0,1362,0,0,2
533,"None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Ex","Y","SBrkr",827,0,0,827,0,0,1
534,"None",0,"Fa","Fa","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Fa","N","FuseF",334,0,0,334,0,0,1
535,"None",0,"Gd","TA","PConc","Ex","Gd","Av","Unf",0,"Unf",0,707,707,"GasA","Ex","Y","SBrkr",707,707,0,1414,0,0,2
536,"None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",969,"Unf",0,148,1117,"GasA","TA","Y","SBrkr",820,527,0,1347,1,0,1
537,"None",0,"TA","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,880,880,"GasA","Ex","Y","SBrkr",880,844,0,1724,0,0,2
538,"None",0,"TA","TA","CBlock","TA","TA","No","BLQ",600,"Unf",0,264,864,"GasA","TA","Y","SBrkr",864,0,0,864,0,0,1
539,"BrkFace",188,"TA","TA","CBlock","TA","TA","No","BLQ",673,"Unf",0,378,1051,"GasA","TA","Y","SBrkr",1159,0,0,1159,0,0,1
540,"BrkFace",479,"Gd","TA","PConc","Gd","TA","Av","GLQ",1358,"Unf",0,223,1581,"GasA","Ex","Y","SBrkr",1601,0,0,1601,1,0,2
541,"BrkFace",584,"Ex","TA","PConc","Ex","TA","Av","GLQ",1260,"Unf",0,578,1838,"GasA","Ex","Y","SBrkr",1838,0,0,1838,1,0,2
542,"BrkFace",72,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,969,969,"GasA","Ex","Y","SBrkr",997,1288,0,2285,0,0,2
543,"None",0,"Gd","TA","PConc","Ex","TA","No","LwQ",144,"GLQ",1127,379,1650,"GasA","Ex","Y","SBrkr",1680,0,0,1680,1,0,2
544,"BrkFace",182,"TA","TA","PConc","Gd","TA","Av","GLQ",584,"LwQ",139,0,723,"GasA","Ex","Y","SBrkr",767,0,0,767,1,0,1
545,"None",0,"Gd","TA","PConc","Gd","Gd","Av","GLQ",554,"Unf",0,100,654,"GasA","Ex","Y","SBrkr",664,832,0,1496,1,0,2
546,"BrkFace",178,"Gd","Gd","PConc","Gd","Gd","No","GLQ",1002,"LwQ",202,0,1204,"GasA","Gd","Y","SBrkr",1377,806,0,2183,0,0,2
547,"None",0,"TA","TA","BrkTil","Gd","TA","No","Rec",300,"Unf",0,765,1065,"GasA","Ex","Y","FuseA",915,720,0,1635,0,0,1
548,"None",0,"TA","Gd","CBlock","Gd","TA","Av","ALQ",619,"Unf",0,149,768,"GasA","Ex","Y","SBrkr",768,0,0,768,1,0,1
549,"None",0,"TA","Gd","CBlock","TA","TA","No","LwQ",180,"Rec",645,0,825,"GasA","TA","Y","SBrkr",825,0,0,825,1,0,1
550,"None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,912,912,"GasA","Ex","Y","SBrkr",912,1182,0,2094,0,0,2
551,"None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",559,"Unf",0,510,1069,"GasA","TA","Y","SBrkr",1069,0,0,1069,0,0,2
552,"None",0,"TA","TA","CBlock","TA","TA","No","Rec",308,"Unf",0,620,928,"GasA","Gd","Y","FuseA",928,0,0,928,0,0,1
553,"Stone",250,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1709,1709,"GasA","Ex","Y","SBrkr",1717,0,0,1717,0,0,2
554,"None",0,"TA","TA","CBlock",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Ex","Y","SBrkr",1126,0,0,1126,0,0,2
555,"BrkFace",292,"Gd","TA","PConc","Gd","TA","No","GLQ",866,"Unf",0,132,998,"GasA","Ex","Y","SBrkr",1006,1040,0,2046,1,0,2
556,"None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,993,993,"GasA","TA","Y","FuseA",1048,0,0,1048,0,0,1
557,"None",0,"TA","TA","CBlock","TA","TA","No","Rec",895,"Unf",0,197,1092,"GasA","TA","Y","FuseA",1092,0,0,1092,1,0,1
558,"None",0,"TA","TA","CBlock","TA","TA","No","Rec",637,"Unf",0,0,637,"GasA","Gd","Y","SBrkr",897,439,0,1336,0,0,1
559,"None",0,"TA","TA","PConc","Gd","TA","Gd","GLQ",604,"Unf",0,125,729,"GasA","Ex","Y","SBrkr",729,717,0,1446,0,1,2
560,"BrkFace",18,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,1374,1374,"GasA","Ex","Y","SBrkr",1557,0,0,1557,0,0,2
561,"BrkFace",180,"TA","TA","CBlock","Gd","TA","No","ALQ",1302,"Unf",0,90,1392,"GasA","TA","Y","SBrkr",1392,0,0,1392,1,0,1
562,"None",0,"TA","TA","CBlock","Gd","TA","Av","ALQ",1071,"LwQ",123,195,1389,"GasA","Gd","Y","SBrkr",1389,0,0,1389,1,0,1
563,"None",0,"TA","TA","CBlock","TA","TA","No","BLQ",290,"Unf",0,706,996,"GasA","Ex","Y","SBrkr",996,0,0,996,1,0,1
564,"None",0,"TA","TA","BrkTil","Gd","TA","Mn","Unf",0,"Unf",0,1163,1163,"GasA","Ex","Y","SBrkr",1163,511,0,1674,0,0,2
565,"None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",728,"Unf",0,367,1095,"GasA","Ex","Y","SBrkr",1166,1129,0,2295,1,0,2
566,"None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,806,806,"GasA","TA","N","FuseF",841,806,0,1647,1,0,1
567,"BrkFace",245,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,1122,1122,"GasA","Ex","Y","SBrkr",1134,1370,0,2504,0,0,2
568,"BrkFace",168,"Gd","TA","PConc","Gd","TA","No","GLQ",2,"Unf",0,1515,1517,"GasA","Ex","Y","SBrkr",1535,0,0,1535,0,0,2
569,"None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1441,"Unf",0,55,1496,"GasA","Ex","Y","SBrkr",1496,636,0,2132,1,0,1
570,"None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",943,"Unf",0,0,943,"GasA","TA","Y","SBrkr",943,0,0,943,1,0,1
571,"BrkFace",108,"TA","TA","CBlock","TA","TA","No","LwQ",231,"Unf",0,1497,1728,"GasA","TA","Y","SBrkr",1728,0,0,1728,0,0,2
572,"BrkFace",207,"TA","TA","CBlock","TA","TA","No","BLQ",414,"Unf",0,450,864,"GasA","Ex","Y","SBrkr",864,0,0,864,1,0,1
573,"None",0,"TA","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,846,846,"GasA","Gd","Y","SBrkr",846,846,0,1692,0,0,2
574,"None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA","Ex","Y","SBrkr",774,656,0,1430,0,0,2
575,"BrkFace",82,"TA","TA","CBlock","TA","TA","Av","ALQ",349,"Unf",0,23,372,"GasA","TA","Y","SBrkr",576,533,0,1109,0,1,1
576,"None",0,"TA","TA","CBlock","TA","TA","No","Rec",442,"Unf",0,390,832,"GasA","TA","Y","SBrkr",832,384,0,1216,0,0,1
577,"None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,861,861,"GasA","Gd","Y","SBrkr",877,600,0,1477,0,1,2
578,"BrkFace",97,"TA","TA","CBlock","TA","TA","Av","LwQ",328,"ALQ",551,285,1164,"GasA","Ex","Y","SBrkr",1320,0,0,1320,1,0,1
579,"None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,689,689,"GasA","Ex","Y","SBrkr",703,689,0,1392,0,0,2
580,"BrkFace",335,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1050,1050,"GasA","Ex","N","FuseF",1050,745,0,1795,0,0,2
581,"BrkFace",85,"TA","TA","CBlock","TA","TA","No","BLQ",594,"Rec",219,331,1144,"GasA","Ex","Y","SBrkr",1429,0,0,1429,0,1,1
582,"BrkFace",306,"Ex","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,2042,2042,"GasA","Ex","Y","SBrkr",2042,0,0,2042,0,0,2
583,"BrkFace",104,"TA","Gd","CBlock","Gd","TA","Av","GLQ",816,"Unf",0,0,816,"GasA","TA","Y","SBrkr",816,0,0,816,1,0,1
584,"None",0,"Ex","Ex","BrkTil","TA","TA","No","Unf",0,"Unf",0,1237,1237,"GasA","Gd","Y","SBrkr",1521,1254,0,2775,0,0,3
585,"None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,884,884,"GasA","Ex","Y","SBrkr",989,584,0,1573,0,0,1
586,"BrkFace",208,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1460,"Unf",0,408,1868,"GasA","Ex","Y","SBrkr",2028,0,0,2028,1,0,2
587,"None",0,"TA","Gd","BrkTil","TA","Gd","Mn","Rec",210,"ALQ",606,0,816,"GasA","Ex","Y","SBrkr",838,0,0,838,1,0,1
588,"None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",672,"Unf",0,168,840,"GasA","TA","Y","SBrkr",860,0,0,860,1,0,1
589,"None",0,"TA","TA","CBlock","TA","TA","Gd","GLQ",1324,"Unf",0,113,1437,"GasA","Ex","Y","SBrkr",1473,0,0,1473,2,0,1
590,"None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,742,742,"GasA","TA","Y","FuseA",779,0,156,935,0,0,1
591,"None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",490,"Unf",0,280,770,"GasA","Ex","Y","SBrkr",770,812,0,1582,0,0,2
592,"Stone",420,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1338,"Unf",0,384,1722,"GasA","Ex","Y","SBrkr",1728,568,0,2296,1,0,2
593,"None",0,"TA","Gd","PConc","TA","Gd","No","GLQ",816,"Unf",0,0,816,"GasA","Ex","Y","SBrkr",816,0,0,816,1,0,1
594,"BrkFace",170,"Gd","TA","PConc","Gd","TA","Av","GLQ",685,"Unf",0,163,848,"GasA","Ex","Y","SBrkr",848,0,0,848,1,0,1
595,"None",0,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,924,924,"GasA","TA","Y","SBrkr",924,0,0,924,0,0,1
596,"BrkFace",238,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1422,"Unf",0,392,1814,"GasA","Ex","Y","SBrkr",1826,0,0,1826,1,0,2
597,"None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,684,684,"GasA","Ex","N","FuseA",684,684,0,1368,0,0,1
598,"BrkFace",72,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1258,1258,"GasA","Ex","Y","SBrkr",1402,0,0,1402,0,2,0
599,"BrkFace",459,"TA","TA","CBlock","Gd","TA","Mn","ALQ",1283,"LwQ",147,0,1430,"GasA","Ex","Y","SBrkr",1647,0,0,1647,1,0,2
600,"None",0,"TA","Gd","CBlock","Gd","TA","No","LwQ",81,"GLQ",612,23,716,"GasA","TA","Y","SBrkr",716,840,0,1556,1,0,2
601,"BrkFace",280,"Gd","TA","PConc","Gd","TA","Av","GLQ",546,"Unf",0,512,1058,"GasA","Ex","Y","SBrkr",1058,846,0,1904,1,0,2
602,"None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,780,780,"GasA","TA","Y","SBrkr",780,595,0,1375,0,0,1
603,"None",0,"Gd","TA","PConc","Gd","TA","Mn","GLQ",789,"Unf",0,119,908,"GasA","Ex","Y","SBrkr",927,988,0,1915,1,0,2
604,"None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,600,600,"GasA","Ex","Y","SBrkr",600,600,0,1200,0,0,2
605,"BrkFace",99,"Gd","TA","PConc","Gd","TA","Mn","GLQ",922,"Unf",0,572,1494,"GasA","Ex","Y","SBrkr",1494,0,0,1494,1,0,2
606,"BrkFace",176,"TA","TA","CBlock","TA","TA","No","BLQ",454,"Unf",0,314,768,"GasA","TA","Y","SBrkr",1186,800,0,1986,0,0,2
607,"None",0,"TA","Gd","PConc","Gd","TA","No","GLQ",732,"Unf",0,308,1040,"GasA","Gd","Y","SBrkr",1040,0,0,1040,1,0,1
608,"None",0,"TA","Gd","CBlock","TA","Gd","No","GLQ",603,"Unf",0,293,896,"GasA","Ex","Y","SBrkr",1112,896,0,2008,1,0,3
609,"None",0,"TA","TA","PConc","Gd","TA","Mn","BLQ",428,"Unf",0,537,965,"GasA","TA","Y","SBrkr",1940,1254,0,3194,0,0,2
610,"BrkCmn",192,"TA","Fa","CBlock","TA","TA","Mn","Rec",903,"Unf",0,126,1029,"GasA","Gd","Y","SBrkr",1029,0,0,1029,1,0,1
611,"BrkFace",204,"Gd","TA","PConc","Ex","TA","Mn","GLQ",904,"Unf",0,536,1440,"GasA","Ex","Y","SBrkr",1476,677,0,2153,1,0,2
612,"BrkFace",233,"TA","TA","CBlock","Gd","TA","Av","ALQ",605,"Unf",0,427,1032,"GasA","TA","Y","SBrkr",1032,0,0,1032,0,1,2
613,"BrkFace",108,"Gd","TA","PConc","Gd","TA","Av","GLQ",990,"Unf",0,309,1299,"GasA","Ex","Y","SBrkr",1299,573,0,1872,1,0,2
614,"None",0,"TA","TA","PConc","Gd","TA","No","ALQ",206,"Unf",0,914,1120,"GasA","Ex","Y","SBrkr",1120,0,0,1120,0,0,1
615,"None",0,"TA","TA","CBlock","Gd","TA","Av","LwQ",150,"GLQ",480,0,630,"GasA","Ex","Y","SBrkr",630,0,0,630,1,0,1
616,"BrkFace",156,"TA","Gd","PConc","TA","TA","Gd","GLQ",763,"Unf",0,173,936,"GasA","Ex","Y","SBrkr",1054,0,0,1054,1,0,1
617,"None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",457,"Unf",0,326,783,"GasA","Ex","Y","SBrkr",807,702,0,1509,1,0,2
618,"None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,832,832,"GasA","Gd","Y","SBrkr",832,0,0,832,0,0,1
619,"BrkFace",452,"Ex","TA","PConc","Ex","TA","Av","GLQ",48,"Unf",0,1774,1822,"GasA","Ex","Y","SBrkr",1828,0,0,1828,0,0,2
620,"Stone",226,"Gd","TA","PConc","Gd","TA","Gd","GLQ",871,"Unf",0,611,1482,"GasA","Ex","Y","SBrkr",1482,780,0,2262,1,0,2
621,"None",0,"TA","TA","BrkTil","TA","TA","No","BLQ",41,"Unf",0,823,864,"GasA","TA","N","FuseF",864,0,0,864,1,0,1
622,"None",0,"TA","TA","CBlock","TA","TA","No","ALQ",956,"Rec",182,384,1522,"GasA","TA","Y","SBrkr",1548,1066,0,2614,0,0,2
623,"BrkFace",153,"TA","TA","CBlock","TA","TA","No","BLQ",560,"Unf",0,420,980,"GasA","TA","Y","SBrkr",980,0,0,980,0,0,1
624,"BrkFace",513,"Gd","TA","PConc","Gd","TA","No","GLQ",420,"Unf",0,336,756,"GasA","Ex","Y","SBrkr",756,756,0,1512,0,0,2
625,"None",288,"TA","TA","CBlock","TA","TA","No","Rec",247,"Unf",0,485,732,"GasA","Gd","Y","SBrkr",1012,778,0,1790,1,0,1
626,"BrkFace",261,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1116,1116,"GasA","TA","Y","SBrkr",1116,0,0,1116,0,0,1
627,"None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,978,978,"GasA","TA","Y","SBrkr",1422,0,0,1422,0,0,1
628,"BrkFace",164,"TA","TA","CBlock","TA","TA","Av","BLQ",674,"LwQ",132,350,1156,"GasA","Ex","Y","SBrkr",1520,0,0,1520,1,0,1
629,"BrkFace",192,"TA","TA","PConc","Gd","TA","Av","Rec",650,"Unf",0,390,1040,"GasA","TA","Y","SBrkr",1040,1040,0,2080,0,1,1
630,"BrkFace",259,"TA","TA","CBlock","TA","TA","Gd","GLQ",624,"Rec",336,288,1248,"GasA","TA","Y","SBrkr",1350,0,0,1350,1,0,1
631,"None",0,"TA","TA","BrkTil","Fa","Fa","No","Unf",0,"Unf",0,636,636,"GasA","TA","Y","FuseA",1089,661,0,1750,0,0,1
632,"Stone",108,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",0,1530,1554,"GasA","Ex","Y","SBrkr",1554,0,0,1554,0,0,2
633,"BrkFace",209,"TA","Gd","CBlock","TA","TA","No","ALQ",822,"Unf",0,564,1386,"GasA","TA","Y","SBrkr",1411,0,0,1411,0,0,2
634,"None",0,"TA","TA","CBlock","TA","TA","No","BLQ",480,"LwQ",468,108,1056,"GasA","TA","Y","SBrkr",1056,0,0,1056,0,1,1
635,"None",0,"TA","TA","CBlock","TA","TA","No","GLQ",1056,"Unf",0,0,1056,"GasA","Gd","Y","SBrkr",1056,0,0,1056,2,0,0
636,"None",0,"Fa","TA","CBlock","TA","Fa","No","LwQ",256,"Unf",0,1184,1440,"GasA","Ex","Y","FuseA",1440,1440,515,3395,0,0,2
637,"None",0,"Fa","Fa","BrkTil","TA","Fa","No","Unf",0,"Unf",0,264,264,"Grav","Fa","N","FuseA",800,0,0,800,0,0,1
638,"None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,811,811,"GasA","TA","Y","FuseA",811,576,0,1387,0,0,2
639,"None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,796,796,"GasA","Gd","Y","FuseA",796,0,0,796,0,0,1
640,"None",0,"Gd","TA","PConc","Gd","Gd","Av","GLQ",1154,"Unf",0,366,1520,"GasA","Ex","Y","SBrkr",1567,0,0,1567,1,0,2
641,"BrkFace",472,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1218,"Unf",0,300,1518,"GasA","Ex","Y","SBrkr",1518,0,0,1518,0,0,1
642,"None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",738,"Unf",0,319,1057,"GasA","Ex","Y","SBrkr",1057,872,0,1929,1,0,2
643,"None",0,"Gd","TA","CBlock","Gd","TA","Gd","GLQ",1410,"Unf",0,542,1952,"GasA","Gd","Y","SBrkr",2000,704,0,2704,1,0,2
644,"BrkFace",263,"TA","TA","CBlock","TA","TA","No","Rec",493,"BLQ",287,0,780,"GasA","Ex","Y","SBrkr",780,840,0,1620,0,0,2
645,"Stone",162,"Ex","TA","PConc","Ex","TA","Mn","GLQ",1121,"Unf",0,645,1766,"GasA","Ex","Y","SBrkr",1766,0,0,1766,1,0,2
646,"None",0,"TA","TA","CBlock","TA","TA","No","ALQ",282,"LwQ",35,664,981,"GasA","TA","Y","SBrkr",981,0,0,981,1,0,1
647,"None",0,"TA","TA","CBlock",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Gd","Y","SBrkr",1048,0,0,1048,0,0,1
648,"Stone",216,"TA","TA","CBlock","TA","TA","Mn","Rec",500,"Unf",0,594,1094,"GasA","Ex","Y","SBrkr",1094,0,0,1094,0,0,1
649,"BrkFace",351,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,756,756,"GasA","TA","Y","SBrkr",1051,788,0,1839,0,0,1
650,"None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",131,"GLQ",499,0,630,"GasA","Gd","Y","SBrkr",630,0,0,630,1,0,1
651,NA,NA,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,813,813,"GasA","Ex","Y","SBrkr",822,843,0,1665,0,0,2
652,"None",0,"TA","TA","CBlock","TA","TA","Mn","Unf",0,"Unf",0,755,755,"GasA","TA","Y","SBrkr",755,755,0,1510,1,0,1
653,"None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,880,880,"GasA","Ex","Y","SBrkr",909,807,0,1716,0,0,2
654,"None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,756,756,"GasA","Ex","Y","SBrkr",756,713,0,1469,0,0,1
655,"BrkFace",660,"Gd","Gd","PConc","Gd","TA","Gd","GLQ",1696,"Unf",0,413,2109,"GasA","Ex","Y","SBrkr",2113,0,0,2113,1,0,2
656,"BrkFace",381,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,525,525,"GasA","TA","Y","SBrkr",525,567,0,1092,0,0,1
657,"BrkFace",54,"Gd","TA","CBlock","TA","TA","No","ALQ",806,"Unf",0,247,1053,"GasA","Ex","Y","SBrkr",1053,0,0,1053,1,0,1
658,"None",0,"TA","Fa","BrkTil","Gd","TA","No","Unf",0,"Unf",0,776,776,"GasA","TA","Y","SBrkr",851,651,0,1502,0,0,1
659,"None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,912,912,"GasA","TA","Y","SBrkr",912,546,0,1458,0,1,1
660,"None",0,"TA","Gd","PConc","TA","TA","No","BLQ",637,"Unf",0,849,1486,"GasA","Ex","Y","SBrkr",1486,0,0,1486,1,0,1
661,"BrkFace",233,"TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,793,793,"GasA","TA","Y","SBrkr",1142,793,0,1935,0,0,2
662,"BrkFace",528,"Gd","TA","PConc","Gd","Gd","No","GLQ",1361,"Rec",180,88,1629,"GasA","Ex","Y","SBrkr",1686,762,0,2448,1,0,2
663,"BrkFace",216,"TA","TA","CBlock","Fa","Fa","No","Unf",0,"Unf",0,1392,1392,"GasA","Gd","Y","SBrkr",1392,0,0,1392,1,0,1
664,"None",0,"TA","TA","CBlock","Gd","TA","Av","BLQ",920,"Rec",180,38,1138,"GasA","TA","Y","SBrkr",1181,0,0,1181,1,0,2
665,"None",0,"Gd","TA","PConc","Ex","TA","Mn","GLQ",1721,"Unf",0,356,2077,"GasA","Ex","Y","SBrkr",2097,0,0,2097,1,0,1
666,"BrkFace",40,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1406,1406,"GasA","Ex","Y","SBrkr",1454,482,0,1936,0,0,2
667,"BrkCmn",113,"TA","Gd","CBlock","Gd","TA","No","LwQ",187,"Rec",723,111,1021,"GasA","TA","Y","SBrkr",1465,915,0,2380,0,0,2
668,"BrkFace",258,"TA","TA","PConc","Gd","TA","No","GLQ",1138,"Unf",0,270,1408,"GasA","Ex","Y","SBrkr",1679,0,0,1679,1,0,2
669,"None",0,"TA","TA","CBlock","TA","TA","No","Rec",988,"Unf",0,200,1188,"GasA","Gd","Y","SBrkr",1437,0,0,1437,1,0,1
670,"None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,700,700,"GasA","Ex","Y","SBrkr",1180,0,0,1180,0,0,1
671,"None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",193,"Unf",0,545,738,"GasA","Ex","Y","SBrkr",738,738,0,1476,1,0,2
672,"None",0,"TA","Gd","BrkTil","TA","TA","No","BLQ",551,"Unf",0,121,672,"GasA","TA","N","SBrkr",697,672,0,1369,1,0,2
673,"None",0,"Gd","TA","CBlock","Gd","TA","No","ALQ",767,"Unf",0,441,1208,"GasA","TA","Y","SBrkr",1208,0,0,1208,1,0,1
674,"BrkFace",106,"TA","TA","PConc","TA","TA","No","GLQ",1186,"Unf",0,291,1477,"GasA","Ex","Y","SBrkr",1839,0,0,1839,1,0,2
675,"None",0,"TA","TA","CBlock","TA","TA","No","Rec",892,"Unf",0,244,1136,"GasA","TA","Y","SBrkr",1136,0,0,1136,1,0,1
