"Id","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
454,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2008,"RFn",2,676,"TA","TA","Y",0,30,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
455,0,4,2,"TA",8,"Typ",0,NA,"Detchd",1976,"Unf",2,560,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Family"
456,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1973,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,9,2007,"WD","Normal"
457,0,4,1,"TA",7,"Typ",0,NA,"Detchd",1916,"Unf",3,513,"Fa","Fa","Y",0,0,96,0,0,0,NA,NA,NA,0,5,2008,"COD","Abnorml"
458,0,2,1,"Gd",6,"Min1",2,"Gd","Attchd",1954,"Fin",2,529,"TA","TA","Y",224,137,0,0,0,0,NA,NA,NA,0,3,2008,"WD","Normal"
459,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1925,"Unf",1,228,"TA","TA","Y",192,63,0,0,0,0,NA,"MnPrv",NA,0,6,2008,"WD","Normal"
460,0,3,1,"Gd",5,"Typ",1,"TA","Detchd",1950,"Unf",1,352,"TA","TA","Y",0,0,248,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
461,1,3,1,"TA",8,"Typ",0,NA,"BuiltIn",2009,"Fin",2,552,"TA","TA","Y",0,150,0,0,0,0,NA,NA,NA,0,12,2009,"New","Partial"
462,0,3,1,"Gd",6,"Typ",0,NA,"Detchd",1971,"RFn",2,576,"TA","TA","Y",256,0,0,0,0,0,NA,"MnPrv",NA,0,4,2009,"WD","Normal"
463,0,3,1,"TA",5,"Typ",1,"Po","Detchd",1965,"Unf",1,360,"TA","TA","Y",0,0,236,0,0,0,NA,"GdWo",NA,0,12,2009,"WD","Normal"
464,1,3,1,"TA",6,"Typ",1,"Gd","Detchd",1939,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,8,2008,"WD","Normal"
465,0,3,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,NA,NA,0,8,2009,"WD","Normal"
466,0,2,1,"Gd",6,"Typ",1,"TA","Attchd",2004,"Fin",2,398,"TA","TA","Y",144,20,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal"
467,0,2,1,"TA",5,"Typ",1,"Po","Attchd",1970,"Unf",2,526,"TA","TA","Y",0,0,0,0,176,0,NA,"GdWo",NA,0,4,2007,"WD","Normal"
468,1,3,1,"Gd",7,"Typ",2,"Gd","Attchd",1942,"Unf",1,312,"TA","TA","Y",168,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
469,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,866,"TA","TA","Y",0,44,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
470,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",1993,"RFn",2,506,"TA","TA","Y",144,70,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
471,1,1,1,"Gd",4,"Typ",0,NA,"Attchd",1985,"RFn",2,528,"TA","TA","Y",0,54,0,0,140,0,NA,NA,NA,0,6,2010,"WD","Normal"
472,1,3,1,"TA",8,"Typ",1,"Gd","Attchd",1977,"RFn",2,534,"TA","TA","Y",0,0,0,0,276,0,NA,NA,NA,0,11,2007,"WD","Normal"
473,0,2,1,"TA",5,"Typ",0,NA,"Basment",2005,"RFn",2,525,"TA","TA","Y",0,28,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
474,0,2,1,"Gd",7,"Typ",1,"Ex","Attchd",2006,"RFn",3,908,"TA","TA","Y",250,63,0,0,0,0,NA,NA,NA,0,7,2007,"New","Partial"
475,0,2,1,"Ex",6,"Typ",0,NA,"Attchd",2000,"RFn",2,499,"TA","TA","Y",96,48,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal"
476,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1996,"Unf",2,624,"TA","TA","Y",0,24,0,0,192,0,NA,NA,NA,0,7,2007,"WD","Normal"
477,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1997,"Fin",2,508,"TA","TA","Y",140,39,0,0,0,0,NA,NA,NA,0,4,2008,"WD","Normal"
478,1,3,1,"Ex",9,"Typ",1,"Gd","BuiltIn",2006,"Fin",3,694,"TA","TA","Y",414,84,0,0,0,0,NA,NA,NA,0,3,2007,"WD","Normal"
479,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",3,826,"TA","TA","Y",208,44,0,0,0,0,NA,NA,NA,0,9,2009,"WD","Normal"
480,0,2,1,"TA",7,"Typ",0,NA,"Detchd",1995,"Unf",2,672,"TA","TA","Y",0,72,0,0,0,0,NA,"MnPrv",NA,0,3,2007,"WD","Alloca"
481,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2004,"Fin",3,772,"TA","TA","Y",519,112,0,0,0,0,NA,NA,NA,0,3,2006,"WD","Normal"
482,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2003,"Fin",3,874,"TA","TA","Y",206,49,0,0,0,0,NA,NA,NA,0,8,2006,"WD","Normal"
483,1,4,1,"Ex",7,"Min2",1,"Gd","Attchd",1915,"Unf",1,164,"Fa","Fa","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
484,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1998,"Unf",2,402,"TA","TA","Y",0,125,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal"
485,0,3,1,"Gd",6,"Typ",0,NA,"Detchd",1963,"Unf",1,264,"TA","TA","Y",0,132,0,0,0,0,NA,NA,NA,0,3,2007,"WD","Normal"
486,0,3,1,"Gd",5,"Typ",1,"Gd","Attchd",1950,"Unf",1,264,"TA","TA","Y",0,80,120,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
487,1,3,1,"TA",6,"Typ",0,NA,"Attchd",1965,"RFn",2,515,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
488,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1971,"Unf",2,487,"TA","TA","Y",224,0,0,0,180,0,NA,NA,NA,0,2,2007,"WD","Normal"
489,0,3,2,"TA",10,"Mod",1,"Gd","Attchd",1970,"Unf",2,520,"TA","Fa","N",142,0,0,0,0,0,NA,NA,NA,0,5,2006,"ConLD","Normal"
490,0,1,1,"Gd",3,"Typ",0,NA,"Attchd",1970,"Unf",1,286,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal"
491,1,3,1,"TA",4,"Typ",1,"Gd","BuiltIn",1976,"Fin",1,336,"TA","TA","Y",141,24,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
492,0,3,1,"Fa",5,"Typ",2,"TA","Attchd",1941,"Unf",1,240,"TA","TA","Y",0,0,32,0,0,0,NA,"MnPrv",NA,0,8,2006,"WD","Normal"
493,1,3,1,"TA",8,"Typ",0,NA,"Attchd",2006,"RFn",2,429,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2006,"New","Partial"
494,1,3,1,"TA",6,"Typ",1,"Fa","Detchd",1964,"Unf",1,308,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
495,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1938,"Unf",1,273,"TA","TA","Y",144,20,80,0,0,0,NA,NA,NA,0,12,2009,"WD","Normal"
496,0,2,1,"TA",4,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,523,115,0,0,0,NA,"GdWo",NA,0,11,2009,"WD","Abnorml"
497,0,4,1,"Gd",10,"Typ",1,"Gd","Attchd",1992,"RFn",2,546,"TA","TA","Y",264,75,291,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
498,0,4,1,"TA",8,"Typ",0,NA,"Detchd",1925,"Unf",1,240,"TA","TA","N",0,100,0,0,0,0,NA,"GdPrv",NA,0,6,2008,"WD","Normal"
499,0,3,1,"Gd",5,"Typ",0,NA,"Attchd",1967,"Fin",1,288,"TA","TA","Y",64,0,0,0,0,0,NA,"MnPrv",NA,0,6,2009,"WD","Normal"
500,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1958,"Fin",1,297,"TA","TA","Y",12,285,0,0,0,0,NA,"MnWw","Shed",480,6,2007,"WD","Normal"
501,1,3,1,"TA",7,"Typ",0,NA,"Detchd",1973,"Unf",1,264,"TA","TA","Y",144,28,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
502,1,3,1,"Gd",7,"Typ",0,NA,"Attchd",2005,"RFn",2,603,"TA","TA","Y",0,108,0,0,0,0,NA,NA,NA,0,2,2008,"WD","Normal"
503,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1965,"Unf",2,461,"Fa","Fa","Y",0,0,184,0,0,0,NA,"GdPrv","Shed",400,4,2007,"WD","Normal"
504,0,1,1,"TA",6,"Typ",2,"TA","Attchd",1959,"Fin",2,484,"TA","TA","Y",0,54,0,0,161,0,NA,"GdWo",NA,0,3,2010,"WD","Normal"
505,1,3,1,"TA",6,"Typ",1,"Fa","Attchd",1974,"Unf",2,440,"TA","TA","Y",260,0,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
506,0,4,2,"TA",10,"Typ",0,NA,"Detchd",1952,"Unf",2,400,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,7,2009,"COD","Normal"
507,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1993,"RFn",2,471,"TA","TA","Y",182,81,0,0,0,0,NA,NA,NA,0,9,2006,"WD","Normal"
508,0,2,1,"Gd",4,"Typ",0,NA,"Attchd",2009,"Fin",2,676,"TA","TA","Y",0,102,0,0,0,0,NA,NA,NA,0,9,2009,"New","Partial"
509,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1928,"Unf",2,360,"TA","TA","N",0,0,116,0,0,0,NA,NA,NA,0,10,2008,"WD","Normal"
510,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1959,"RFn",1,270,"TA","TA","Y",224,88,0,0,0,0,NA,"MnPrv",NA,0,7,2009,"WD","Normal"
511,0,2,1,"TA",6,"Min1",2,"TA","CarPort",1951,"Unf",1,288,"TA","TA","Y",324,42,0,0,168,0,NA,NA,"Shed",2000,6,2009,"WD","Normal"
512,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"RFn",2,474,"TA","TA","Y",132,35,0,0,0,0,NA,NA,NA,0,3,2006,"New","Partial"
513,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1964,"Unf",2,624,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
514,1,3,1,"TA",5,"Typ",0,NA,"Attchd",1983,"Unf",2,484,"TA","TA","Y",120,0,158,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
515,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1926,"Unf",1,200,"Po","Po","Y",0,0,112,0,0,0,NA,"MnPrv",NA,0,6,2007,"WD","Normal"
516,1,3,1,"Ex",9,"Typ",1,"Gd","Attchd",2009,"Fin",3,900,"TA","TA","Y",156,54,0,0,0,0,NA,NA,NA,0,9,2009,"New","Partial"
517,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1972,"RFn",2,583,"TA","TA","Y",0,104,0,0,0,0,NA,"GdPrv",NA,0,8,2009,"COD","Abnorml"
518,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1996,"RFn",3,889,"TA","TA","Y",220,0,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
519,1,3,1,"TA",7,"Typ",0,NA,"Attchd",1998,"RFn",2,546,"TA","TA","Y",0,36,0,0,0,0,NA,"MnPrv",NA,0,5,2007,"WD","Normal"
520,1,3,1,"Gd",9,"Typ",2,"Gd","Detchd",1926,"Unf",1,282,"TA","TA","Y",0,0,0,0,145,0,NA,"MnPrv",NA,0,6,2009,"WD","Normal"
521,0,3,2,"TA",7,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",220,114,210,0,0,0,NA,NA,NA,0,8,2008,"WD","Normal"
522,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1957,"Unf",1,336,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
523,0,3,1,"TA",7,"Typ",2,"Gd","Detchd",1950,"Unf",2,420,"TA","TA","Y",0,24,36,0,0,0,NA,NA,NA,0,10,2006,"WD","Normal"
524,1,3,1,"Ex",11,"Typ",1,"Gd","BuiltIn",2007,"Fin",3,884,"TA","TA","Y",208,406,0,0,0,0,NA,NA,NA,0,10,2007,"New","Partial"
525,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1996,"Fin",3,834,"TA","TA","Y",239,60,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal"
526,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2005,"Unf",2,453,"TA","TA","Y",38,144,0,0,0,0,NA,NA,NA,0,4,2006,"WD","Normal"
527,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1956,"Unf",1,252,"TA","TA","Y",261,0,156,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
528,1,3,1,"Ex",11,"Typ",1,"Gd","Attchd",2008,"Fin",3,858,"TA","TA","Y",126,66,0,0,0,0,NA,NA,NA,0,11,2008,"New","Partial"
529,0,2,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,144,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal"
530,0,4,2,"TA",9,"Maj1",2,"TA","Attchd",1975,"RFn",2,484,"TA","TA","Y",0,0,200,0,0,0,NA,NA,NA,0,3,2007,"WD","Alloca"
531,0,3,1,"Gd",5,"Typ",1,"Fa","Attchd",1988,"RFn",2,600,"TA","TA","Y",224,0,0,0,0,0,NA,NA,NA,0,8,2008,"WD","Abnorml"
532,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1920,"Fin",2,502,"TA","Fa","Y",0,0,84,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
533,0,2,1,"TA",5,"Mod",1,"Po","Detchd",1967,"Unf",1,392,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal"
534,0,1,1,"Fa",2,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,0,0,0,0,NA,NA,NA,0,1,2007,"WD","Normal"
535,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2004,"Fin",2,403,"TA","TA","Y",100,35,0,0,0,0,NA,NA,NA,0,10,2006,"WD","Normal"
536,0,3,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",85,0,148,0,0,0,NA,NA,NA,0,1,2008,"WD","Normal"
537,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",1998,"Fin",2,527,"TA","TA","Y",120,155,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
538,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1980,"Unf",2,576,"TA","TA","Y",216,0,0,0,0,0,NA,"MnWw",NA,0,4,2008,"COD","Normal"
539,1,3,1,"TA",7,"Typ",1,"Fa","Attchd",1968,"Unf",1,336,"TA","TA","Y",466,0,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
540,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2001,"RFn",2,670,"TA","TA","Y",180,0,0,0,0,0,NA,"MnPrv","Shed",2000,5,2010,"WD","Normal"
541,0,2,1,"Ex",8,"Typ",1,"Gd","Attchd",2006,"Fin",3,765,"TA","TA","Y",270,68,0,0,0,0,NA,NA,NA,0,3,2009,"WD","Normal"
542,1,4,1,"Gd",8,"Typ",1,"TA","BuiltIn",2000,"Fin",3,648,"TA","TA","Y",0,56,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
543,0,3,1,"Gd",7,"Maj1",1,"TA","Attchd",1998,"Fin",2,583,"TA","TA","Y",78,73,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
544,0,1,1,"TA",4,"Typ",0,NA,"Attchd",1998,"Fin",1,367,"TA","TA","Y",120,40,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
545,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",2,426,"TA","TA","Y",100,24,0,0,0,0,NA,NA,NA,0,9,2006,"New","Partial"
546,1,4,1,"Gd",9,"Typ",0,NA,"Attchd",1988,"Unf",3,786,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,2,2006,"WD","Normal"
547,1,3,1,"TA",6,"Typ",1,"Gd","Detchd",1950,"Unf",2,440,"TA","TA","Y",0,38,0,144,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
548,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1987,"Unf",2,624,"TA","TA","Y",104,0,0,0,0,0,NA,NA,NA,0,4,2007,"WD","Normal"
549,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1963,"RFn",2,720,"TA","TA","Y",140,50,0,0,0,0,NA,"MnPrv",NA,0,6,2008,"WD","Normal"
550,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,615,"TA","TA","Y",182,182,0,0,0,0,NA,NA,NA,0,11,2009,"WD","Normal"
551,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1977,"RFn",2,440,"TA","TA","Y",0,55,0,0,200,0,NA,NA,NA,0,10,2008,"COD","Abnorml"
552,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1957,"Fin",1,288,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
553,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,908,"TA","TA","Y",169,39,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
554,0,2,1,"Gd",5,"Typ",0,NA,"Detchd",2002,"Fin",2,520,"TA","TA","N",0,96,0,0,0,0,NA,"MnPrv",NA,0,5,2009,"WD","Normal"
555,1,3,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2003,"RFn",3,871,"TA","TA","Y",320,62,0,0,0,0,NA,NA,NA,0,8,2008,"WD","Normal"
556,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1922,"Unf",1,280,"TA","TA","Y",0,0,116,0,0,0,NA,NA,NA,0,8,2006,"WD","Normal"
557,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1957,"Fin",1,299,"TA","TA","Y",268,0,0,0,122,0,NA,"MnWw",NA,0,5,2006,"WD","Normal"
558,1,3,1,"TA",7,"Typ",0,NA,"CarPort",1994,"Unf",1,570,"TA","TA","Y",0,47,120,0,0,0,NA,NA,NA,0,9,2006,"COD","Normal"
559,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1996,"Unf",2,406,"TA","TA","Y",264,22,0,0,0,0,NA,NA,NA,0,8,2008,"WD","Normal"
560,0,2,1,"Gd",7,"Typ",1,"TA","Attchd",2003,"Fin",2,420,"TA","TA","Y",143,20,0,0,0,0,NA,NA,NA,0,10,2006,"WD","Normal"
561,1,3,1,"TA",5,"Mod",1,"Gd","Detchd",1957,"Unf",2,528,"TA","TA","Y",0,0,0,0,95,0,NA,NA,NA,0,5,2010,"WD","Normal"
562,0,2,1,"TA",6,"Typ",1,"TA","Attchd",1975,"RFn",2,418,"TA","TA","Y",240,38,0,0,0,0,NA,NA,NA,0,4,2006,"WD","Normal"
563,0,3,1,"TA",6,"Typ",1,"Gd",NA,NA,NA,0,0,NA,NA,"Y",144,0,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
564,0,4,1,"TA",8,"Typ",1,"Gd","Detchd",1955,"Fin",2,396,"TA","TA","N",72,36,0,0,144,0,NA,NA,NA,0,7,2008,"WD","Normal"
565,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1992,"RFn",2,590,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
566,1,4,1,"Fa",6,"Typ",0,NA,"Detchd",1920,"Unf",1,216,"TA","TA","Y",0,66,136,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal"
567,1,4,1,"Ex",11,"Typ",1,"Gd","BuiltIn",2005,"Fin",3,656,"TA","TA","Y",144,39,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
568,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2004,"RFn",2,532,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,3,2010,"WD","Normal"
569,1,1,1,"Gd",5,"Min2",1,"Gd","BuiltIn",1983,"Fin",2,612,"Gd","TA","Y",349,40,0,0,0,0,NA,NA,NA,0,9,2009,"WD","Normal"
570,0,2,1,"TA",4,"Typ",2,"TA","Detchd",1979,"Unf",2,600,"TA","TA","Y",42,0,0,0,0,0,NA,NA,NA,0,12,2006,"WD","Normal"
571,0,6,2,"TA",10,"Typ",0,NA,"Detchd",1987,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,11,2008,"WD","Normal"
572,0,2,1,"Gd",4,"Typ",0,NA,"Attchd",1959,"Unf",1,288,"TA","TA","Y",168,0,0,0,0,0,NA,NA,NA,0,10,2006,"WD","Abnorml"
573,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2009,"RFn",2,650,"TA","TA","Y",208,114,0,0,0,0,NA,NA,NA,0,7,2009,"New","Partial"
574,1,3,1,"TA",8,"Typ",1,"TA","BuiltIn",2000,"RFn",2,400,"TA","TA","Y",100,0,0,0,0,0,NA,NA,NA,0,12,2007,"WD","Normal"
575,0,3,1,"TA",5,"Typ",0,NA,"BuiltIn",1971,"Unf",1,288,"TA","TA","Y",35,0,0,0,0,0,NA,"GdWo",NA,0,12,2007,"WD","Normal"
576,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1947,"Unf",1,336,"TA","TA","Y",158,0,102,0,0,0,NA,NA,NA,0,10,2008,"COD","Abnorml"
577,0,3,1,"TA",6,"Typ",1,"Gd","Detchd",1928,"Unf",1,216,"TA","TA","Y",0,50,0,0,0,0,NA,NA,NA,0,8,2009,"WD","Normal"
578,0,3,1,"TA",6,"Typ",2,"Fa","Attchd",1966,"RFn",2,564,"TA","TA","Y",160,68,240,0,0,0,NA,NA,NA,0,5,2006,"WD","Abnorml"
579,0,2,1,"Gd",5,"Typ",0,NA,"Detchd",2007,"Unf",2,540,"TA","TA","Y",0,102,0,0,0,0,NA,NA,NA,0,2,2008,"WD","Abnorml"
580,0,4,1,"TA",7,"Typ",0,NA,"Attchd",1954,"Unf",1,352,"Fa","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,11,2008,"WD","Normal"
581,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd",1960,"Unf",2,572,"TA","TA","Y",216,110,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
582,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2009,"RFn",3,1390,"TA","TA","Y",0,90,0,0,0,0,NA,NA,NA,0,8,2009,"New","Partial"
583,0,3,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,32,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
584,1,3,1,"Gd",9,"Typ",1,"Gd","Detchd",1988,"Unf",2,880,"Gd","TA","Y",105,502,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
585,0,3,1,"Gd",6,"Typ",0,NA,"Detchd",1935,"Unf",1,240,"TA","TA","Y",0,0,54,0,120,0,NA,NA,NA,0,7,2009,"WD","Normal"
586,0,2,1,"Gd",7,"Typ",2,"Gd","Attchd",2005,"RFn",3,880,"TA","TA","Y",326,66,0,0,0,0,NA,NA,NA,0,3,2006,"New","Partial"
587,0,2,1,"Fa",5,"Typ",0,NA,"Detchd",1961,"Fin",1,275,"TA","TA","N",0,0,112,0,0,0,NA,"MnWw",NA,0,5,2008,"WD","Normal"
588,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1996,"Unf",2,528,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
589,0,1,1,"Ex",5,"Typ",2,"Gd","Attchd",1968,"Unf",1,452,"TA","TA","Y",0,48,0,0,60,0,NA,NA,NA,0,6,2009,"WD","Partial"
590,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1988,"Unf",1,308,"TA","TA","P",0,0,0,0,0,0,NA,NA,"Shed",600,8,2008,"WD","Normal"
591,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2004,"RFn",2,520,"TA","TA","Y",0,45,0,0,0,0,NA,NA,NA,0,9,2008,"WD","Normal"
592,1,3,1,"Ex",10,"Typ",1,"Gd","BuiltIn",2008,"RFn",3,842,"TA","TA","Y",382,274,0,0,0,0,NA,NA,NA,0,6,2009,"ConLI","Normal"
593,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1985,"Fin",2,816,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
594,0,1,1,"Gd",4,"Typ",0,NA,"Attchd",2003,"Fin",2,420,"TA","TA","Y",140,0,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal"
595,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1981,"Unf",1,280,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,4,2008,"WD","Normal"
596,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",2005,"Fin",3,758,"TA","TA","Y",180,75,0,0,120,0,NA,NA,NA,0,8,2006,"New","Partial"
597,0,3,1,"TA",7,"Typ",0,NA,"Detchd",1930,"Unf",1,216,"TA","Fa","N",0,158,0,0,0,0,NA,NA,NA,0,10,2006,"WD","Normal"
598,2,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"Fin",3,648,"TA","TA","Y",120,16,0,0,0,0,NA,NA,NA,0,2,2007,"New","Partial"
599,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",1977,"Fin",2,621,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,3,2006,"WD","Normal"
600,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1980,"Fin",2,452,"TA","TA","Y",161,0,0,0,0,0,NA,"GdPrv",NA,0,7,2008,"COD","Normal"
601,1,3,1,"Ex",8,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,736,"TA","TA","Y",179,60,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
602,1,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1979,"Unf",1,544,"TA","TA","P",0,162,0,0,126,0,NA,NA,NA,0,12,2007,"WD","Normal"
603,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1992,"Fin",2,506,"TA","TA","Y",120,150,0,0,0,0,NA,NA,NA,0,2,2006,"WD","Abnorml"
604,1,2,1,"Gd",4,"Typ",0,NA,"Detchd",2004,"RFn",2,480,"TA","TA","Y",0,172,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
605,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2002,"RFn",2,530,"TA","TA","Y",192,36,0,0,0,0,NA,NA,NA,0,9,2008,"WD","Normal"
